deltaX,deltaY,deltaTheta,Velocity,SteeringAngle,Time
6.062555,-4.305041,2.403478,7.883082,-0.301950,1.005950
-2.775587,3.282933,1.713101,9.467590,0.617750,1.351353
8.454048,0.979937,0.725069,8.078612,0.054054,1.055821
1.051091,-5.333237,0.777814,5.747531,-0.625330,1.326608
3.884623,-9.025242,2.108977,8.661945,-0.357840,1.437934
2.616121,4.812516,0.457881,5.088820,0.570419,1.314451
7.217117,0.486974,0.423316,5.605993,0.037200,1.291297
8.507379,-1.779211,1.846214,8.112342,-0.093944,1.079012
-1.037670,0.266014,2.454462,9.016690,0.747666,1.382940
9.940944,2.135402,1.329480,6.930882,0.082424,1.478019
6.531723,5.178105,1.070103,6.691455,0.289724,1.344069
4.029967,-4.973573,0.692276,5.133647,-0.451989,1.428068
5.671965,-7.144426,0.629666,8.565745,-0.330815,1.223497
5.283268,-4.308748,1.984553,6.026218,-0.355110,1.224628
2.354428,5.351453,0.982203,6.115747,0.559482,1.207667
-2.037753,-1.707215,0.350424,8.270406,-0.768271,1.223385
-1.932037,1.312864,0.281122,8.763345,0.766253,1.206864
6.658383,-4.409900,2.607654,7.978864,-0.269830,1.060385
-1.478752,-6.123025,1.207844,8.139934,-0.553031,1.439152
3.870220,4.975314,2.574137,5.131044,0.464344,1.415826
-2.242561,-3.938454,2.586078,9.534175,-0.654280,1.142401
8.781603,1.957945,1.378353,6.187800,0.096438,1.465755
1.499436,-4.566988,1.548403,6.074795,-0.669009,1.044008
11.569790,-0.630617,2.799463,8.910581,-0.018796,1.301003
10.500161,1.573560,0.934647,9.799020,0.055767,1.087524
0.290522,5.866107,0.133903,7.750331,0.597314,1.154282
9.108532,0.446958,0.308071,8.238942,0.021484,1.107320
0.902004,-7.001983,0.360148,7.872320,-0.511975,1.304477
7.496164,5.925419,1.061210,7.148988,0.253977,1.441720
2.343052,-4.563336,2.535608,6.008574,-0.606479,1.052250
5.095311,6.686785,2.636809,9.389823,0.361783,1.035191
1.112106,5.330166,2.294012,5.744182,0.623446,1.321855
9.510604,3.354406,2.130500,8.177472,0.131161,1.257197
13.992003,0.542436,0.243462,9.463351,0.011056,1.480027
8.626353,-1.091549,2.350743,8.467945,-0.057696,1.029546
-1.462915,-3.522050,0.223225,5.472407,-0.769458,1.482465
-1.495011,-0.663618,1.735211,9.920182,-0.781473,1.106977
2.955008,-5.773989,2.527288,7.093686,-0.502066,1.127578
4.096114,4.769402,2.269470,5.448383,0.449676,1.309926
4.731418,-5.120986,1.100073,7.061518,-0.398816,1.108899
8.581761,1.887648,1.360389,6.589250,0.097473,1.343998
6.779650,0.726546,0.670782,6.702043,0.062419,1.019307
7.612957,7.258675,1.643556,7.783388,0.256616,1.491500
-2.982742,3.582219,1.665876,9.571197,0.582969,1.435542
-1.967668,-1.553510,0.167913,8.682441,-0.779722,1.152470
6.088588,4.875428,1.100796,5.982789,0.310180,1.408343
